tick,scent_id,energy,x,"y,"
1076,5,774.6999999999512,81,61,
1101,3,459.4999999999622,53,86,
1101,4,817.0999999999499,96,20,
1101,2,1157.59999999995,64,93,
1101,7,458.1999999999712,91,60,
1101,8,685.0999999999704,73,86,
1101,1,500.3999999999547,95,55,
1101,6,1360.1999999999653,80,27,
1101,5,784.19999999995,81,61,
1101,0,1010.0999999999499,80,20,
1126,1,519.0999999999544,95,55,
1126,10,981.4999999999998,89,24,
1126,5,771.6999999999489,81,61,
1126,7,447.09999999997143,91,60,
1126,8,710.5999999999692,73,86,
1126,0,997.0999999999487,80,20,
1126,6,903.6999999999641,80,27,
1126,4,864.5999999999487,96,20,
1126,3,421.5999999999624,53,86,
1126,2,1166.0999999999487,64,93,
1151,2,1188.5999999999476,64,93,
1151,7,452.49999999997164,91,60,
1151,8,731.0999999999681,73,86,
1151,1,504.099999999954,95,55,
1151,5,788.1999999999477,81,61,
1151,4,896.0999999999476,96,20,
1151,3,425.8999999999625,53,86,
1151,10,888.4999999999986,89,24,
1151,6,939.199999999963,80,27,
1151,0,991.5999999999476,80,20,
1176,3,446.49999999996265,53,86,
1176,6,958.6999999999618,80,27,
1176,5,850.6999999999466,81,61,
1176,1,450.6999999999542,95,55,
1176,7,449.1999999999718,91,60,
1176,10,788.9999999999975,89,24,
1176,0,1018.0999999999465,80,20,
1176,2,1215.0999999999465,64,93,
1176,4,905.5999999999465,96,20,
1176,8,718.5999999999669,73,86,
1201,4,898.0999999999453,96,20,
1201,6,964.1999999999607,80,27,
1201,10,693.9999999999964,89,24,
1201,2,1220.5999999999453,64,93,
1201,7,448.299999999972,91,60,
1201,5,894.1999999999455,81,61,
1201,3,406.19999999996287,53,86,
1201,0,1049.0999999999453,80,20,
1201,8,711.0999999999658,73,86,
1201,1,445.3999999999544,95,55,
1226,5,923.6999999999443,81,61,
1226,4,874.5999999999442,96,20,
1226,3,417.799999999963,53,86,
1226,7,447.59999999997217,91,60,
1226,0,1090.0999999999442,80,20,
1226,1,454.59999999995455,95,55,
1226,6,964.6999999999596,80,27,
1226,2,1233.0999999999442,64,93,
1226,10,603.8999999999953,89,24,
1226,8,724.5999999999647,73,86,
1251,10,528.7999999999945,89,24,
1251,1,460.89999999995473,95,55,
1251,4,837.0999999999431,96,20,
1251,8,750.0999999999635,73,86,
1251,7,438.4999999999724,91,60,
1251,6,967.1999999999584,80,27,
1251,3,379.5999999999632,53,86,
1251,5,913.1999999999432,81,61,
1251,0,1112.099999999943,80,20,
1251,2,1245.599999999943,64,93,
1276,4,832.5999999999419,96,20,
1276,1,479.9999999999549,95,55,
1276,5,939.6999999999421,81,61,
1276,8,768.5999999999624,73,86,
1276,3,372.1999999999633,53,86,
1276,0,1093.599999999942,80,20,
1276,7,470.49999999997254,91,60,
1276,10,454.6999999999945,89,24,
1276,6,965.6999999999573,80,27,
1276,2,1257.099999999942,64,93,
1301,4,806.0999999999408,96,20,
1301,5,1029.199999999941,81,61,
1301,10,383.5999999999947,89,24,
1301,1,478.0999999999551,95,55,
1301,3,354.79999999996346,53,86,
1301,8,800.0999999999613,73,86,
1301,0,1122.5999999999408,80,20,
1301,7,476.89999999997275,91,60,
1301,6,970.1999999999562,80,27,
1301,2,1255.5999999999408,64,93,
1326,7,482.99999999997294,91,60,
1326,4,765.5999999999397,96,20,
1326,3,336.6999999999636,53,86,
1326,1,484.69999999995525,95,55,
1326,6,1021.699999999955,80,27,
1326,10,323.79999999999484,89,24,
1326,0,1127.0999999999397,80,20,
1326,5,1107.6999999999398,81,61,
1326,8,803.5999999999601,73,86,
1326,2,1264.0999999999397,64,93,
1351,2,1266.5999999999385,64,93,
1351,8,790.099999999959,73,86,
1351,10,277.19999999999493,89,24,
1351,6,1118.199999999954,80,27,
1351,5,1120.1999999999387,81,61,
1351,0,1125.0999999999385,80,20,
1351,7,462.2999999999732,91,60,
1351,3,307.4999999999638,53,86,
1351,4,714.0999999999385,96,20,
1351,1,489.99999999995543,95,55,
1376,2,1282.0999999999374,64,93,
1376,4,672.5999999999374,96,20,
1376,3,325.99999999996396,53,86,
1376,10,233.59999999999502,89,24,
1376,0,1137.5999999999374,80,20,
1376,5,1142.6999999999375,81,61,
1376,8,788.5999999999578,73,86,
1376,6,1141.6999999999528,80,27,
1376,1,495.69999999995565,95,55,
1376,7,448.49999999997334,91,60,
1401,5,1177.1999999999364,81,61,
1401,1,480.6999999999559,95,55,
1401,3,363.1999999999641,53,86,
1401,8,770.0999999999567,73,86,
1401,10,184.29999999999512,89,24,
1401,7,443.39999999997355,91,60,
1401,0,1135.5999999999362,80,20,
1401,6,1154.1999999999516,80,27,
1401,2,1310.5999999999362,64,93,
1401,4,644.8999999999364,96,20,
1426,2,1342.099999999935,64,93,
1426,7,458.99999999997374,91,60,
1426,8,798.5999999999556,73,86,
1426,1,461.29999999995607,95,55,
1426,3,398.9999999999643,53,86,
1426,10,146.29999999999518,89,24,
1426,0,1261.599999999935,80,20,
1426,5,1181.6999999999352,81,61,
1426,4,598.4999999999354,96,20,
1426,6,1208.6999999999505,80,27,
1451,4,551.4999999999345,96,20,
1451,1,496.59999999995625,95,55,
1451,5,1243.199999999934,81,61,
1451,6,1272.1999999999493,80,27,
1451,2,1389.599999999934,64,93,
1451,10,107.79999999999521,89,24,
1451,0,1360.599999999934,80,20,
1451,7,472.69999999997395,91,60,
1451,3,395.6999999999645,53,86,
1451,8,852.0999999999544,73,86,
1476,4,567.1999999999337,96,20,
1476,11,933.3999999999992,55,91,
1476,1,526.0999999999558,95,55,
1476,7,525.2999999999736,91,60,
1476,6,1323.6999999999482,80,27,
1476,8,874.5999999999533,73,86,
1476,10,69.2999999999952,89,24,
1476,5,1280.699999999933,81,61,
1476,3,381.7999999999647,53,86,
1476,0,1388.0999999999328,80,20,
1476,2,926.0999999999328,64,93,
1501,7,575.8999999999726,91,60,
1501,4,554.1999999999327,96,20,
1501,0,1334.5999999999317,80,20,
1501,1,577.0999999999549,95,55,
1501,3,371.99999999996487,53,86,
1501,5,1323.1999999999318,81,61,
1501,8,958.0999999999522,73,86,
1501,10,36.199999999995185,89,24,
1501,6,1355.199999999947,80,27,
1501,11,852.899999999998,55,91,
1501,2,973.5999999999317,64,93,
1526,1,566.8999999999539,95,55,
1526,11,805.3999999999969,55,91,
1526,2,978.0999999999306,64,93,
1526,10,11.199999999995185,89,24,
1526,6,1389.699999999946,80,27,
1526,8,1018.599999999951,73,86,
1526,7,567.2999999999715,91,60,
1526,0,1349.0999999999306,80,20,
1526,4,543.7999999999317,96,20,
1526,5,1359.6999999999307,81,61,
1526,3,400.599999999965,53,86,
1551,6,903.1999999999448,80,27,
1551,7,560.8999999999708,91,60,
1551,0,899.5999999999294,80,20,
1551,2,970.5999999999294,64,93,
1551,12,914.899999999999,89,22,
1551,5,1377.1999999999296,81,61,
1551,8,1074.09999999995,73,86,
1551,3,387.0999999999652,53,86,
1551,11,760.8999999999958,55,91,
1551,13,1000,80,25,
1551,1,571.9999999999529,95,55,
1576,5,1375.6999999999284,81,61,
1576,2,937.0999999999283,64,93,
1576,3,402.89999999996536,53,86,
1576,12,831.3999999999978,89,22,
1576,13,933.4999999999989,80,25,
1576,8,1103.5999999999487,73,86,
1576,6,939.6999999999437,80,27,
1576,7,556.8999999999699,91,60,
1576,0,948.0999999999283,80,20,
1576,1,556.999999999952,95,55,
1576,11,684.3999999999946,55,91,
1601,8,1108.0999999999476,73,86,
1601,0,1016.0999999999271,80,20,
1601,1,551.6999999999512,95,55,
1601,2,963.5999999999271,64,93,
1601,12,740.8999999999967,89,22,
1601,13,962.9999999999977,80,25,
1601,11,608.8999999999935,55,91,
1601,7,549.099999999969,91,60,
1601,3,443.0999999999655,53,86,
1601,6,956.1999999999425,80,27,
1626,3,468.09999999996575,53,86,
1626,2,957.099999999926,64,93,
1626,6,964.6999999999414,80,27,
1626,1,527.9999999999504,95,55,
1626,7,525.1999999999682,91,60,
1626,0,1053.099999999926,80,20,
1626,13,969.4999999999966,80,25,
1626,8,1125.5999999999465,73,86,
1626,12,657.3999999999955,89,22,
1626,11,534.7999999999925,55,91,
1651,8,1117.0999999999453,73,86,
1651,11,467.1999999999923,55,91,
1651,7,524.1999999999673,91,60,
1651,0,1055.0999999999249,80,20,
1651,12,573.2999999999945,89,22,
1651,3,457.099999999966,53,86,
1651,13,970.9999999999955,80,25,
1651,1,528.4999999999495,95,55,
1651,6,948.1999999999402,80,27,
1651,2,926.5999999999249,64,93,
1676,7,494.69999999996685,91,60,
1676,11,419.09999999999246,55,91,
1676,12,503.99999999999375,89,22,
1676,2,903.0999999999237,64,93,
1676,8,1113.5999999999442,73,86,
1676,6,933.6999999999391,80,27,
1676,1,554.9999999999486,95,55,
1676,0,1011.5999999999237,80,20,
1676,13,960.4999999999943,80,25,
1676,3,483.9999999999661,53,86,
1701,8,1109.099999999943,73,86,
1701,11,362.2999999999926,55,91,
1701,3,527.7999999999662,53,86,
1701,13,945.9999999999932,80,25,
1701,0,1016.0999999999226,80,20,
1701,7,473.099999999967,91,60,
1701,1,544.8999999999478,95,55,
1701,6,926.199999999938,80,27,
1701,2,869.5999999999226,64,93,
1701,12,436.09999999999394,89,22,
1726,1,503.89999999994734,95,55,
1726,6,901.6999999999368,80,27,
1726,2,851.0999999999215,64,93,
1726,3,587.4999999999653,53,86,
1726,8,1106.599999999942,73,86,
1726,0,1012.5999999999215,80,20,
1726,12,385.9999999999941,89,22,
1726,7,445.8999999999672,91,60,
1726,11,315.9999999999927,55,91,
1726,13,918.499999999992,80,25,
1751,11,272.0999999999928,55,91,
1751,2,894.5999999999203,64,93,
1751,1,480.1999999999476,95,55,
1751,3,636.1999999999645,53,86,
1751,0,1002.0999999999203,80,20,
1751,13,926.9999999999909,80,25,
1751,7,398.5999999999674,91,60,
1751,12,342.9999999999942,89,22,
1751,6,888.1999999999357,80,27,
1751,8,1115.0999999999408,73,86,
1776,8,1101.5999999999397,73,86,
1776,11,228.19999999999288,55,91,
1776,6,879.6999999999346,80,27,
1776,7,364.49999999996754,91,60,
1776,13,918.4999999999898,80,25,
1776,1,455.99999999994776,95,55,
1776,0,1042.5999999999192,80,20,
1776,3,701.7999999999635,53,86,
1776,12,286.89999999999435,89,22,
1801,0,1048.099999999918,80,20,
1801,7,326.99999999996766,91,60,
1801,3,803.2999999999623,53,86,
1801,13,919.9999999999886,80,25,
1801,6,858.1999999999334,80,27,
1801,11,176.199999999993,55,91,
1801,12,248.3999999999944,89,22,
1801,1,453.29999999994794,95,55,
1801,8,1087.0999999999385,73,86,
1826,7,296.19999999996776,91,60,
1826,12,199.0999999999945,89,22,
1826,13,889.4999999999875,80,25,
1826,8,1078.5999999999374,73,86,
1826,6,853.6999999999323,80,27,
1826,11,129.5999999999931,55,91,
1826,1,473.99999999994816,95,55,
1826,0,1047.099999999917,80,20,
1826,3,873.7999999999612,53,86,
1851,0,1029.0999999999158,80,20,
1851,1,482.59999999994835,95,55,
1851,12,152.4999999999946,89,22,
1851,3,951.29999999996,53,86,
1851,11,100.19999999999308,55,91,
1851,8,1071.0999999999362,73,86,
1851,13,867.9999999999864,80,25,
1876,13,929.4999999999852,80,25,
1876,1,484.79999999994857,95,55,
1876,8,1075.599999999935,73,86,
1876,0,1030.0999999999146,80,20,
1876,11,66.39999999999307,55,91,
1876,12,116.69999999999462,89,22,
1876,3,989.7999999999589,53,86,
1901,12,79.1999999999946,89,22,
1901,3,1012.2999999999578,53,86,
1901,1,507.39999999994876,95,55,
1901,8,1074.099999999934,73,86,
1901,11,38.69999999999307,55,91,
1901,13,949.9999999999841,80,25,
1901,0,1039.0999999999135,80,20,
1926,11,5.59999999999307,55,91,
1926,3,1032.7999999999568,53,86,
1926,13,969.499999999983,80,25,
1926,8,1084.5999999999328,73,86,
1926,0,1035.5999999999124,80,20,
1926,1,500.7999999999484,95,55,
1926,12,49.7999999999946,89,22,
1951,3,1058.2999999999556,53,86,
1951,12,22.099999999994598,89,22,
1951,13,998.9999999999818,80,25,
1951,1,521.4999999999479,95,55,
1951,0,1086.0999999999112,80,20,
1976,3,1069.7999999999545,53,86,
1976,0,1119.59999999991,80,20,
1976,13,1033.4999999999807,80,25,
1976,1,571.1999999999471,95,55,
2001,13,1064.9999999999795,80,25,
2001,0,1149.099999999909,80,20,
2001,1,580.7999999999461,95,55,
2001,3,1043.2999999999533,53,86,
2026,3,1039.7999999999522,53,86,
2026,1,637.3999999999451,95,55,
2026,13,1082.4999999999784,80,25,
2026,0,1147.5999999999078,80,20,
2051,3,1035.299999999951,53,86,
2051,1,669.599999999944,95,55,
2051,13,1103.9999999999773,80,25,
2076,3,1044.79999999995,53,86,
2076,13,1151.4999999999761,80,25,
2076,1,655.7999999999429,95,55,
2101,1,640.6999999999418,95,55,
2101,13,1196.999999999975,80,25,
2101,3,1068.2999999999488,53,86,
2126,13,1227.4999999999739,80,25,
2126,3,1122.7999999999477,53,86,
2151,3,1163.2999999999465,53,86,
2151,13,1290.9999999999727,80,25,
2176,13,1346.4999999999716,80,25,
2176,3,1190.7999999999454,53,86,
2201,13,905.9999999999704,80,25,
2201,3,1204.2999999999442,53,86,
2201,14,992.5999999999999,85,31,
2226,13,1013.4999999999693,80,25,
2226,14,900.0999999999988,85,31,
2251,13,1079.9999999999682,80,25,
2251,14,847.5999999999976,85,31,
2276,13,1144.499999999967,80,25,
2276,14,872.0999999999965,85,31,
2301,13,1185.999999999966,80,25,
2301,14,887.5999999999954,85,31,
2326,14,905.0999999999942,85,31,
2326,13,1231.4999999999648,80,25,
2351,13,1279.9999999999636,80,25,
2351,14,917.5999999999931,85,31,
2376,14,975.099999999992,85,31,
2376,13,1311.4999999999625,80,25,
2401,15,959.2999999999995,79,17,
2401,14,1096.5999999999908,85,31,
2401,13,982.9999999999613,80,25,
2426,14,1131.0999999999897,85,31,
2426,13,1034.4999999999602,80,25,
2426,15,935.7999999999984,79,17,
2451,13,1052.999999999959,80,25,
2451,14,1133.5999999999885,85,31,
2451,15,982.2999999999972,79,17,
2476,15,1027.799999999996,79,17,
2476,14,1116.0999999999874,85,31,
2476,13,1061.499999999958,80,25,
2501,15,1025.299999999995,79,17,
2501,13,1151.9999999999568,80,25,
2501,14,1142.5999999999863,85,31,
2526,13,1223.4999999999557,80,25,
2526,14,1178.0999999999851,85,31,
2526,15,1023.7999999999938,79,17,
2551,13,1243.9999999999545,80,25,
2551,14,1175.599999999984,85,31,
2551,15,1009.2999999999927,79,17,
2576,14,1150.0999999999829,85,31,
2576,15,985.7999999999915,79,17,
2576,13,1228.4999999999534,80,25,
2601,14,1126.5999999999817,85,31,
2601,13,1217.9999999999523,80,25,
2601,15,966.2999999999904,79,17,
2626,14,1085.0999999999806,85,31,
2626,13,1233.4999999999511,80,25,
2626,15,949.7999999999893,79,17,
2651,14,1054.5999999999794,85,31,
2651,15,931.2999999999881,79,17,
2651,13,1240.99999999995,80,25,
2676,13,1229.4999999999488,80,25,
2676,15,899.799999999987,79,17,
2676,14,1021.0999999999783,85,31,
2701,14,975.5999999999772,85,31,
2701,13,1211.9999999999477,80,25,
