tick,scent_id,energy,x,y,
251,3,678.899999999989,42,52,
251,1,631.4999999999889,84,87,
251,5,692.6999999999887,89,81,
251,0,823.0999999999888,14,35,
276,5,691.1999999999875,89,81,
276,0,850.5999999999876,14,35,
276,2,841.0999999999874,58,64,
276,3,663.499999999988,42,52,
276,1,602.6999999999878,84,87,
276,4,1156.0999999999874,58,56,
301,2,828.5999999999863,58,64,
301,4,1173.5999999999863,58,56,
301,5,679.8999999999864,89,81,
301,3,615.9999999999868,42,52,
301,1,576.0999999999867,84,87,
301,0,933.0999999999865,14,35,
326,0,1000.5999999999854,14,35,
326,4,1172.0999999999851,58,56,
326,2,832.0999999999851,58,64,
326,1,570.6999999999857,84,87,
326,5,675.3999999999853,89,81,
326,3,612.5999999999858,42,52,
351,1,562.8999999999846,84,87,
351,4,1208.599999999984,58,56,
351,3,630.5999999999849,42,52,
351,0,1068.0999999999842,14,35,
351,5,693.5999999999842,89,81,
351,2,809.599999999984,58,64,
376,2,790.0999999999829,58,64,
376,3,614.7999999999838,42,52,
376,5,710.5999999999831,89,81,
376,4,1232.0999999999829,58,56,
376,0,1169.599999999983,14,35,
376,1,539.3999999999837,84,87,
401,4,1308.5999999999817,58,56,
401,5,726.099999999982,89,81,
401,1,516.499999999983,84,87,
401,3,570.0999999999829,42,52,
401,0,1278.099999999982,14,35,
401,2,760.5999999999817,58,64,
426,0,1330.5999999999808,14,35,
426,4,1359.0999999999806,58,56,
426,3,542.1999999999821,42,52,
426,2,760.0999999999806,58,64,
426,5,807.0999999999808,89,81,
426,1,492.4999999999829,84,87,
451,6,992.5999999999999,53,58,
451,4,907.5999999999794,58,56,
451,2,799.5999999999794,58,64,
451,3,538.8999999999812,42,52,
451,0,1351.0999999999797,14,35,
451,5,845.5999999999797,89,81,
451,1,551.2999999999823,84,87,
476,5,895.0999999999785,89,81,
476,4,968.0999999999783,58,56,
476,0,1376.5999999999785,14,35,
476,6,900.0999999999988,53,58,
476,3,546.9999999999804,42,52,
476,2,819.0999999999783,58,64,
476,1,569.2999999999814,84,87,
501,4,972.5999999999772,58,56,
501,0,1386.0999999999774,14,35,
501,5,911.5999999999774,89,81,
501,6,830.5999999999976,53,58,
501,3,532.2999999999795,42,52,
501,2,830.5999999999772,58,64,
501,1,589.9999999999806,84,87,
526,6,790.0999999999965,53,58,
526,4,972.099999999976,58,56,
526,1,587.8999999999795,84,87,
526,0,1381.5999999999763,14,35,
526,5,915.0999999999763,89,81,
526,2,827.099999999976,58,64,
526,3,553.0999999999788,42,52,
551,0,1380.0999999999751,14,35,
551,6,759.5999999999954,53,58,
551,2,820.5999999999749,58,64,
551,1,569.4999999999785,84,87,
551,3,542.7999999999779,42,52,
551,5,924.5999999999751,89,81,
551,4,944.5999999999749,58,56,
576,2,795.0999999999738,58,64,
576,6,735.0999999999942,53,58,
576,0,1374.599999999974,14,35,
576,3,506.19999999997736,42,52,
576,1,549.8999999999777,84,87,
576,4,941.0999999999738,58,56,
576,5,933.099999999974,89,81,
601,6,705.5999999999931,53,58,
601,2,764.5999999999726,58,64,
601,4,944.5999999999726,58,56,
601,0,1347.0999999999729,14,35,
601,5,935.5999999999729,89,81,
601,1,515.2999999999769,84,87,
601,3,460.99999999997755,42,52,
626,3,427.5999999999777,42,52,
626,0,1326.5999999999717,14,35,
626,4,879.5999999999715,58,56,
626,5,958.0999999999717,89,81,
626,1,490.39999999997684,84,87,
626,2,722.0999999999715,58,64,
626,6,695.599999999992,53,58,
651,3,385.09999999997785,42,52,
651,4,797.0999999999704,58,56,
651,6,679.0999999999908,53,58,
651,2,691.5999999999704,58,64,
651,1,462.899999999977,84,87,
651,5,969.5999999999706,89,81,
651,0,1301.0999999999706,14,35,
676,0,1266.5999999999694,14,35,
676,2,675.7999999999693,58,64,
676,4,749.0999999999692,58,56,
676,1,426.7999999999772,84,87,
676,3,350.699999999978,42,52,
676,6,673.7999999999897,53,58,
676,5,990.5999999999694,89,81,
701,2,657.9999999999682,58,64,
701,5,1049.5999999999683,89,81,
701,4,751.0999999999681,58,56,
701,3,322.9999999999781,42,52,
701,0,1287.0999999999683,14,35,
701,1,436.3999999999774,84,87,
701,6,654.4999999999886,53,58,
726,0,1297.5999999999672,14,35,
726,5,1131.0999999999672,89,81,
726,2,672.499999999967,58,64,
726,3,318.6999999999782,42,52,
726,6,670.1999999999875,53,58,
726,4,698.0999999999669,58,56,
726,1,484.1999999999776,84,87,
751,3,308.59999999997837,42,52,
751,4,668.5999999999658,58,56,
751,0,957.099999999966,14,35,
751,1,517.6999999999776,84,87,
751,5,1242.099999999966,89,81,
751,6,667.6999999999864,53,58,
751,7,959.2999999999995,19,25,
751,2,720.9999999999659,58,64,
776,1,558.9999999999767,84,87,
776,4,640.0999999999647,58,56,
776,6,639.5999999999854,53,58,
776,5,1310.599999999965,89,81,
776,2,753.4999999999648,58,64,
776,3,280.5999999999785,42,52,
776,7,873.7999999999984,19,25,
776,0,1006.5999999999649,14,35,
801,6,608.2999999999843,53,58,
801,2,815.9999999999636,58,64,
801,1,580.5999999999757,84,87,
801,3,253.99999999997857,42,52,
801,5,1340.0999999999638,89,81,
801,7,802.2999999999972,19,25,
801,4,624.7999999999636,58,56,
801,0,1014.0999999999638,14,35,
826,1,600.0999999999748,84,87,
826,0,999.5999999999626,14,35,
826,2,848.4999999999625,58,64,
826,3,225.49999999997863,42,52,
826,5,1368.0999999999626,89,81,
826,4,600.9999999999625,58,56,
826,7,751.7999999999961,19,25,
826,6,595.5999999999833,53,58,
851,0,972.5999999999615,14,35,
851,5,915.5999999999615,89,81,
851,4,625.2999999999615,58,56,
851,8,959.2999999999995,98,88,
851,6,599.7999999999822,53,58,
851,2,854.9999999999613,58,64,
851,1,626.0999999999739,84,87,
851,3,185.89999999997872,42,52,
851,7,696.799999999995,19,25,
876,1,645.4999999999728,84,87,
876,8,912.7999999999984,98,88,
876,5,947.5999999999603,89,81,
876,0,884.5999999999603,14,35,
876,2,824.4999999999602,58,64,
876,3,148.39999999997877,42,52,
876,6,590.9999999999814,53,58,
876,4,597.0999999999606,58,56,
876,7,696.7999999999938,19,25,
901,2,777.9999999999591,58,64,
901,7,679.9999999999927,19,25,
901,3,106.7999999999788,42,52,
901,4,574.5999999999597,58,56,
901,1,635.4999999999717,84,87,
901,0,819.0999999999592,14,35,
901,5,953.5999999999592,89,81,
901,8,866.2999999999972,98,88,
901,6,577.5999999999806,53,58,
926,4,539.8999999999587,58,56,
926,3,73.69999999997879,42,52,
926,6,531.4999999999795,53,58,
926,5,953.0999999999581,89,81,
926,2,722.4999999999579,58,64,
926,8,790.7999999999961,98,88,
926,1,645.0999999999707,84,87,
926,7,685.0999999999917,19,25,
926,0,713.0999999999581,14,35,
951,3,41.59999999997878,42,52,
951,2,663.9999999999568,58,64,
951,8,714.299999999995,98,88,
951,5,951.0999999999569,89,81,
951,4,507.999999999958,58,56,
951,1,636.0999999999696,84,87,
951,0,698.5999999999569,14,35,
951,6,504.19999999997884,53,58,
951,7,663.2999999999906,19,25,
976,8,648.1999999999939,98,88,
976,0,672.0999999999558,14,35,
976,6,477.39999999997906,53,58,
976,7,671.1999999999896,19,25,
976,1,623.5999999999684,84,87,
976,2,622.5999999999558,58,64,
976,5,935.5999999999558,89,81,
976,3,14.899999999978778,42,52,
976,4,475.1999999999582,58,56,
1001,7,619.7999999999886,19,25,
1001,6,436.29999999997926,53,58,
1001,2,577.1999999999548,58,64,
1001,4,433.0999999999584,58,56,
1001,5,936.5999999999547,89,81,
1001,0,619.5999999999547,14,35,
1001,1,630.0999999999675,84,87,
1001,8,585.0999999999929,98,88,
1026,5,943.5999999999535,89,81,
1026,4,400.3999999999586,58,56,
1026,6,403.29999999997943,53,58,
1026,8,545.499999999992,98,88,
1026,2,546.1999999999539,58,64,
1026,7,576.4999999999875,19,25,
1026,1,616.8999999999666,84,87,
1026,0,578.0999999999538,14,35,
1051,2,533.5999999999531,58,64,
1051,4,377.89999999995877,58,56,
1051,7,556.9999999999866,19,25,
1051,6,379.69999999997964,53,58,
1051,0,561.5999999999528,14,35,
1051,5,935.0999999999524,89,81,
1051,1,663.4999999999656,84,87,
1051,8,493.4999999999915,98,88,
1076,1,677.9999999999644,84,87,
1076,5,945.5999999999513,89,81,
1076,2,516.3999999999523,58,64,
1076,4,369.8999999999589,58,56,
1076,6,368.8999999999798,53,58,
1076,7,551.2999999999856,19,25,
1076,0,574.5999999999519,14,35,
1076,8,433.8999999999917,98,88,
1101,4,359.39999999995905,58,56,
1101,8,372.99999999999187,98,88,
1101,6,362.59999999998,53,58,
1101,2,478.39999999995246,58,64,
1101,0,541.899999999951,14,35,
1101,1,688.9999999999633,84,87,
1101,7,541.1999999999846,19,25,
1101,5,952.5999999999501,89,81,
1126,5,952.099999999949,89,81,
1126,0,518.9999999999502,14,35,
1126,8,332.699999999992,98,88,
1126,6,349.3999999999802,53,58,
1126,2,452.8999999999526,58,64,
1126,1,699.4999999999621,84,87,
1126,4,350.6999999999592,58,56,
1126,7,515.4999999999836,19,25,
1151,0,501.99999999995015,14,35,
1151,7,500.0999999999833,19,25,
1151,8,273.19999999999214,98,88,
1151,1,718.999999999961,84,87,
1151,5,994.5999999999478,89,81,
1151,6,337.49999999998033,53,58,
1151,4,338.0999999999593,58,56,
1151,2,400.29999999995283,58,64,
1176,5,1027.0999999999467,89,81,
1176,1,749.4999999999599,84,87,
1176,4,311.49999999995947,58,56,
1176,2,356.89999999995297,58,64,
1176,8,233.9999999999922,98,88,
1176,0,466.69999999995036,14,35,
1176,7,468.7999999999835,19,25,
1176,6,314.4999999999805,53,58,
1201,7,442.5999999999837,19,25,
1201,5,1022.5999999999456,89,81,
1201,4,294.6999999999596,58,56,
1201,6,291.9999999999806,53,58,
1201,1,792.9999999999587,84,87,
1201,2,304.69999999995315,58,64,
1201,8,183.99999999999233,98,88,
1201,0,444.79999999995056,14,35,
1226,2,261.9999999999533,58,64,
1226,8,142.0999999999924,98,88,
1226,1,798.4999999999576,84,87,
1226,0,428.6999999999507,14,35,
1226,7,428.0999999999839,19,25,
1226,4,292.99999999995964,58,56,
1226,6,290.79999999998074,53,58,
1226,5,1027.0999999999444,89,81,
1251,0,424.0999999999509,14,35,
1251,4,298.39999999995973,58,56,
1251,6,296.79999999998086,53,58,
1251,7,424.29999999998404,19,25,
1251,5,1025.5999999999433,89,81,
1251,8,100.8999999999924,98,88,
1251,1,833.9999999999565,84,87,
1251,2,220.9999999999534,58,64,
1276,7,414.89999999998423,19,25,
1276,8,62.39999999999239,98,88,
1276,2,201.09999999995347,58,64,
1276,6,277.899999999981,53,58,
1276,5,1016.0999999999422,89,81,
1276,4,281.49999999995987,58,56,
1276,0,418.19999999995105,14,35,
1276,1,827.4999999999553,84,87,
1301,7,397.99999999998437,19,25,
1301,0,395.09999999995125,14,35,
1301,4,264.59999999996,58,56,
1301,5,1004.599999999941,89,81,
1301,8,31.999999999992383,98,88,
1301,1,867.9999999999542,84,87,
1301,2,183.2999999999535,58,64,
1301,6,264.29999999998114,53,58,
1326,5,1021.0999999999399,89,81,
1326,0,397.5999999999515,14,35,
1326,2,155.79999999995357,58,64,
1326,4,271.2999999999601,58,56,
1326,1,901.499999999953,84,87,
1326,8,6.999999999992383,98,88,
1326,6,270.29999999998125,53,58,
1326,7,397.7999999999845,19,25,
1351,2,127.19999999995366,58,64,
1351,6,265.1999999999814,53,58,
1351,0,407.29999999995164,14,35,
1351,7,409.0999999999847,19,25,
1351,1,927.9999999999519,84,87,
1351,5,1143.5999999999387,89,81,
1351,4,267.9999999999602,58,56,
1376,0,393.7999999999518,14,35,
1376,4,271.5999999999603,58,56,
1376,5,1180.0999999999376,89,81,
1376,6,268.3999999999815,53,58,
1376,2,109.39999999995365,58,64,
1376,1,1006.4999999999508,84,87,
1376,7,392.89999999998486,19,25,
1401,2,107.49999999995363,58,64,
1401,0,376.799999999952,14,35,
1401,5,1228.5999999999365,89,81,
1401,6,271.8999999999816,53,58,
1401,7,380.299999999985,19,25,
1401,1,1040.9999999999495,84,87,
1401,4,271.7999999999604,58,56,
1426,6,279.3999999999818,53,58,
1426,5,1291.0999999999353,89,81,
1426,0,352.1999999999521,14,35,
1426,7,351.5999999999852,19,25,
1426,4,278.7999999999605,58,56,
1426,1,1082.4999999999484,84,87,
1426,2,90.59999999995361,58,64,
1451,6,271.3999999999819,53,58,
1451,2,80.0999999999536,58,64,
1451,7,337.69999999998527,19,25,
1451,5,1315.5999999999342,89,81,
1451,4,271.09999999996063,58,56,
1451,1,1153.9999999999472,84,87,
1451,0,339.9999999999522,14,35,
1476,7,315.79999999998546,19,25,
1476,0,315.89999999995234,14,35,
1476,5,1360.099999999933,89,81,
1476,1,1170.499999999946,84,87,
1476,6,277.199999999982,53,58,
1476,4,270.9999999999607,58,56,
1476,2,66.29999999995358,58,64,
1501,5,909.5999999999319,89,81,
1501,7,298.89999999998554,19,25,
1501,2,43.49999999995357,58,64,
1501,9,985.1999999999998,83,83,
1501,0,298.9999999999524,14,35,
1501,6,283.6999999999822,53,58,
1501,4,278.6999999999608,58,56,
1526,5,945.0999999999308,89,81,
1526,0,269.79999999995255,14,35,
1526,4,274.0999999999609,58,56,
1526,6,278.6999999999823,53,58,
1526,9,924.6999999999987,83,83,
1526,2,21.799999999953574,58,64,
1526,7,266.39999999998565,19,25,
1551,6,259.3999999999824,53,58,
1551,7,241.59999999998576,19,25,
1551,9,914.1999999999975,83,83,
1551,2,2.799999999953574,58,64,
1551,4,264.799999999961,58,56,
1551,0,248.29999999995266,14,35,
1576,7,224.79999999998586,19,25,
1576,9,905.6999999999964,83,83,
1576,0,226.19999999995275,14,35,
1576,6,251.19999999998254,53,58,
1576,4,251.79999999996107,58,56,
1601,6,227.69999999998265,53,58,
1601,7,191.899999999986,19,25,
1601,9,907.1999999999953,83,83,
1601,0,194.09999999995284,14,35,
1601,4,226.2999999999612,58,56,
1626,4,229.2999999999613,58,56,
1626,9,915.6999999999941,83,83,
1626,6,220.5999999999828,53,58,
1626,7,185.59999999998604,19,25,
1626,0,186.7999999999529,14,35,
1651,9,954.199999999993,83,83,
1651,7,189.5999999999861,19,25,
1651,6,219.9999999999829,53,58,
1651,0,235.69999999995298,14,35,
1651,4,226.39999999996138,58,56,
1676,0,226.89999999995308,14,35,
1676,4,222.09999999996143,58,56,
1676,9,1018.6999999999919,83,83,
1676,7,203.89999999998616,19,25,
1676,6,224.89999999998298,53,58,
1701,9,1078.1999999999907,83,83,
1701,0,217.29999999995317,14,35,
1701,4,208.3999999999615,58,56,
1701,6,212.49999999998306,53,58,
1701,7,217.0999999999862,19,25,
1726,6,209.69999999998316,53,58,
1726,0,216.59999999995324,14,35,
1726,4,219.69999999996156,58,56,
1726,7,202.9999999999863,19,25,
1726,9,1140.6999999999896,83,83,
1751,7,197.99999999998636,19,25,
1751,0,196.8999999999533,14,35,
1751,6,214.69999999998322,53,58,
1751,4,211.19999999996168,58,56,
1751,9,1190.1999999999884,83,83,
1776,7,179.59999999998644,19,25,
1776,4,203.09999999996182,58,56,
1776,9,1355.6999999999873,83,83,
1776,0,180.4999999999534,14,35,
1776,6,200.7999999999833,53,58,
1801,7,157.3999999999865,19,25,
1801,6,193.09999999998337,53,58,
1801,10,948.1999999999994,92,86,
1801,4,189.59999999996194,58,56,
1801,0,158.29999999995346,14,35,
1801,9,940.1999999999862,83,83,
1826,6,197.09999999998342,53,58,
1826,9,1013.699999999985,83,83,
1826,10,929.6999999999982,92,86,
1826,4,192.19999999996202,58,56,
1826,0,144.2999999999535,14,35,
1826,7,146.2999999999866,19,25,
1851,4,182.49999999996209,58,56,
1851,7,132.79999999998665,19,25,
1851,6,184.99999999998352,53,58,
1851,10,889.1999999999971,92,86,
1851,9,1058.199999999984,83,83,
1851,0,132.49999999995356,14,35,
1876,9,1089.6999999999828,83,83,
1876,10,840.699999999996,92,86,
1876,0,126.99999999995362,14,35,
1876,4,172.59999999996217,58,56,
1876,6,172.79999999998358,53,58,
1876,7,126.69999999998669,19,25,
1901,7,110.49999999998667,19,25,
1901,9,1106.1999999999816,83,83,
1901,4,169.69999999996224,58,56,
1901,10,798.1999999999948,92,86,
1901,0,110.4999999999536,14,35,
1901,6,169.29999999998364,53,58,
1926,6,171.9999999999837,53,58,
1926,10,746.6999999999937,92,86,
1926,9,1124.6999999999805,83,83,
1926,7,90.09999999998666,19,25,
1926,4,163.6999999999623,58,56,
1951,7,83.39999999998666,19,25,
1951,9,1132.1999999999794,83,83,
1951,10,693.1999999999925,92,86,
1951,4,150.5999999999624,58,56,
1976,10,653.6999999999914,92,86,
1976,9,1124.6999999999782,83,83,
1976,7,87.29999999998665,19,25,
2001,10,605.5999999999904,92,86,
2001,9,1129.199999999977,83,83,
2001,7,89.89999999998665,19,25,
2026,9,1136.699999999976,83,83,
2026,7,84.09999999998664,19,25,
2026,10,567.0999999999892,92,86,
2051,10,535.0999999999883,92,86,
2051,7,79.69999999998663,19,25,
2051,9,1125.1999999999748,83,83,
2076,9,1125.6999999999737,83,83,
2076,7,77.59999999998662,19,25,
2076,10,514.8999999999876,92,86,
2101,7,66.09999999998661,19,25,
2101,9,1135.1999999999725,83,83,
2101,10,477.19999999998777,92,86,
2126,7,59.299999999986596,19,25,
2126,9,1141.6999999999714,83,83,
2126,10,447.599999999988,92,86,
2151,10,432.69999999998817,92,86,
2151,9,1146.1999999999703,83,83,
2151,7,66.5999999999866,19,25,
2176,7,62.499999999986585,19,25,
2176,10,409.09999999998837,92,86,
2176,9,1117.6999999999691,83,83,
2201,9,1095.199999999968,83,83,
2201,7,84.09999999998658,19,25,
2201,10,379.29999999998853,92,86,
2226,9,1083.6999999999668,83,83,
2226,7,94.99999999998657,19,25,
2226,10,347.4999999999887,92,86,
2251,10,325.8999999999888,92,86,
2251,9,1098.1999999999657,83,83,
2276,9,1113.6999999999646,83,83,
2276,10,306.29999999998887,92,86,
2301,10,277.599999999989,92,86,
2301,9,1118.1999999999634,83,83,
2326,9,1143.6999999999623,83,83,
2326,10,254.89999999998912,92,86,
2351,9,1163.1999999999612,83,83,
2351,10,221.49999999998926,92,86,
2376,9,1208.69999999996,83,83,
2376,10,214.59999999998934,92,86,
2401,10,202.79999999998938,92,86,
2401,9,1230.199999999959,83,83,
2426,9,1250.6999999999578,83,83,
2426,10,183.29999999998944,92,86,
2451,9,1254.1999999999566,83,83,
2451,10,158.7999999999895,92,86,
2476,10,135.69999999998953,92,86,
2476,9,1269.6999999999555,83,83,
2501,9,1326.1999999999543,83,83,
2501,10,105.49999999998953,92,86,
2526,10,81.69999999998952,92,86,
2526,9,1348.6999999999532,83,83,
2551,10,51.899999999989504,92,86,
2551,9,1356.199999999952,83,83,
2576,9,1344.699999999951,83,83,
2576,10,23.7999999999895,92,86,
2601,10,-0.2000000000105011,92,86,
2601,9,1355.1999999999498,83,83,
2626,9,915.6999999999487,83,83,
2626,11,955.5999999999995,78,76,
2651,11,879.0999999999983,78,76,
2651,9,943.1999999999475,83,83,
2676,11,804.5999999999972,78,76,
2676,9,917.6999999999464,83,83,
2701,9,1010.1999999999452,83,83,
2701,11,753.099999999996,78,76,
2726,9,1001.6999999999441,83,83,
2726,11,698.5999999999949,78,76,
2751,11,693.5999999999938,78,76,
2751,9,943.699999999943,83,83,
2776,9,898.6999999999418,83,83,
2776,11,691.5999999999926,78,76,
2801,9,857.1999999999407,83,83,
2801,11,696.0999999999915,78,76,
2826,9,807.6999999999396,83,83,
2826,11,690.5999999999904,78,76,
2851,11,693.0999999999892,78,76,
2851,9,761.1999999999384,83,83,
2876,9,704.6999999999373,83,83,
2876,11,694.5999999999881,78,76,
2901,11,669.799999999987,78,76,
2901,9,669.8999999999362,83,83,
2926,9,641.7999999999352,83,83,
2926,11,642.699999999986,78,76,
2951,9,601.1999999999341,83,83,
2951,11,599.0999999999849,78,76,
2976,9,561.0999999999331,83,83,
2976,11,561.2999999999838,78,76,
3001,11,530.999999999983,78,76,
3026,11,491.79999999998273,78,76,
3051,11,476.79999999998296,78,76,
3076,11,469.59999999998314,78,76,
3101,11,457.59999999998337,78,76,
3126,11,472.7999999999835,78,76,
3151,11,485.6999999999837,78,76,
3176,11,519.4999999999834,78,76,
3201,11,536.1999999999825,78,76,
3226,11,544.5999999999817,78,76,
3251,11,567.8999999999808,78,76,
3276,11,590.4999999999798,78,76,
3301,11,615.3999999999787,78,76,
3326,11,639.2999999999777,78,76,
3351,11,663.1999999999766,78,76,
3376,11,677.0999999999756,78,76,
3401,11,716.5999999999744,78,76,
3426,11,839.0999999999733,78,76,
3451,11,885.5999999999722,78,76,
3476,11,897.099999999971,78,76,
3501,11,918.5999999999699,78,76,
3526,11,944.0999999999688,78,76,
3551,11,1001.5999999999676,78,76,
3576,11,1048.0999999999665,78,76,
3601,11,1106.5999999999653,78,76,
3626,11,1201.0999999999642,78,76,
3651,11,1210.599999999963,78,76,
3676,11,1219.099999999962,78,76,
3701,11,1231.5999999999608,78,76,
3726,11,1217.0999999999597,78,76,
3751,11,1278.5999999999585,78,76,
3776,11,1373.0999999999574,78,76,
3801,11,907.5999999999563,78,76,
3801,12,960.2999999999995,75,66,
3826,11,912.0999999999551,78,76,
3826,12,922.7999999999984,75,66,
3851,12,909.2999999999972,75,66,
3851,11,906.599999999954,78,76,
3876,11,903.0999999999528,78,76,
3876,12,902.7999999999961,75,66,
3901,12,887.299999999995,75,66,
3901,11,876.5999999999517,78,76,
3926,12,857.7999999999938,75,66,
3926,11,874.0999999999506,78,76,
3951,11,842.5999999999494,78,76,
3951,12,839.2999999999927,75,66,
3976,12,816.7999999999915,75,66,
3976,11,815.0999999999483,78,76,
4001,12,792.2999999999904,75,66,
4001,11,783.5999999999472,78,76,
4026,12,752.7999999999893,75,66,
4026,11,753.099999999946,78,76,
4051,12,718.2999999999881,75,66,
4051,11,747.5999999999449,78,76,
4076,12,701.299999999987,75,66,
4076,11,731.5999999999437,78,76,
4101,11,706.0999999999426,78,76,
4101,12,696.7999999999859,75,66,
4126,12,669.9999999999848,75,66,
4151,12,641.8999999999837,75,66,
4176,12,664.1999999999828,75,66,
4201,12,693.3999999999817,75,66,
4226,12,699.8999999999805,75,66,
4251,12,719.3999999999794,75,66,
4276,12,763.8999999999783,75,66,
4301,12,842.3999999999771,75,66,
4326,12,880.899999999976,75,66,
4351,12,956.3999999999749,75,66,
4376,12,1052.8999999999737,75,66,
4401,12,1111.3999999999726,75,66,
4426,12,1152.8999999999714,75,66,
4451,12,1189.3999999999703,75,66,
4476,12,1239.8999999999692,75,66,
4501,12,1288.399999999968,75,66,
4526,12,1366.899999999967,75,66,
4551,13,948.1999999999994,72,65,
4551,12,942.3999999999658,75,66,
4576,12,985.8999999999646,75,66,
4576,13,855.6999999999982,72,65,
4601,12,1020.3999999999635,75,66,
4601,13,789.1999999999971,72,65,
4626,13,728.699999999996,72,65,
4626,12,1025.8999999999623,75,66,
4651,13,698.6999999999948,72,65,
4651,12,1063.8999999999612,75,66,
4676,13,697.6999999999937,72,65,
4676,12,1054.89999999996,75,66,
4701,13,697.6999999999925,72,65,
4701,12,1012.8999999999589,75,66,
4726,13,696.6999999999914,72,65,
4726,12,952.8999999999578,75,66,
4751,13,696.6999999999903,72,65,
4751,12,879.8999999999567,75,66,
4776,12,892.8999999999555,75,66,
4776,13,697.6999999999891,72,65,
4801,13,696.699999999988,72,65,
4801,12,848.8999999999544,75,66,
4826,13,696.6999999999869,72,65,
4826,12,781.8999999999533,75,66,
4851,12,704.8999999999521,75,66,
4851,13,696.6999999999857,72,65,
4876,12,659.099999999951,75,66,
4876,13,658.1999999999846,72,65,
4901,12,624.8999999999501,75,66,
4901,13,628.2999999999836,72,65,
4926,12,589.4999999999493,75,66,
4926,13,590.0999999999826,72,65,
4951,12,561.1999999999484,75,66,
4951,13,560.1999999999819,72,65,
4976,13,537.4999999999811,72,65,
4976,12,537.4999999999477,75,66,
5001,13,505.3999999999804,72,65,
5001,12,505.399999999947,75,66,
5026,13,476.3999999999806,72,65,
5026,12,475.5999999999472,75,66,
5051,12,463.8999999999474,75,66,
5051,13,461.09999999998075,72,65,
5076,13,434.39999999998093,72,65,
5076,12,437.89999999994757,75,66,
5101,12,415.19999999994775,75,66,
5101,13,415.29999999998114,72,65,
5126,13,448.9999999999813,72,65,
5126,12,447.1999999999479,75,66,
5151,12,456.1999999999481,75,66,
5151,13,456.2999999999815,72,65,
5176,13,435.59999999998166,72,65,
5176,12,432.99999999994833,75,66,
5201,13,424.09999999998183,72,65,
5201,12,423.59999999994847,75,66,
5226,13,399.299999999982,72,65,
5226,12,398.39999999994865,75,66,
5251,12,380.8999999999488,75,66,
5251,13,379.89999999998213,72,65,
5276,12,369.0999999999489,75,66,
5276,13,366.09999999998234,72,65,
5301,13,350.6999999999825,72,65,
5326,13,346.3999999999826,72,65,
5351,13,348.3999999999827,72,65,
5376,13,331.7999999999829,72,65,
5401,13,349.799999999983,72,65,
5426,13,377.4999999999831,72,65,
5451,13,411.6999999999833,72,65,
5476,13,457.19999999998345,72,65,
5501,13,479.0999999999837,72,65,
5526,13,503.5999999999839,72,65,
5551,13,522.2999999999834,72,65,
5576,13,534.2999999999824,72,65,
5601,13,591.0999999999817,72,65,
5626,13,614.6999999999807,72,65,
5651,13,634.5999999999797,72,65,
5676,13,664.7999999999786,72,65,
5701,13,719.2999999999774,72,65,
5726,13,756.7999999999763,72,65,
5751,13,754.2999999999752,72,65,
5776,13,766.799999999974,72,65,
5801,13,761.2999999999729,72,65,
5826,13,768.7999999999718,72,65,
5851,13,765.2999999999706,72,65,
5876,13,758.7999999999695,72,65,
5901,13,736.2999999999683,72,65,
