tick,scent_id,energy,x,y,
2551,13,698.4999999999818,92,46,
2551,12,889.3999999999683,2,43,
2551,11,1121.0999999999497,68,44,
2576,13,689.4999999999807,92,46,
2576,14,689.7999999999868,95,39,
2576,12,841.3999999999671,2,43,
2576,11,1147.5999999999485,68,44,
2601,12,803.399999999966,2,43,
2601,14,722.7999999999856,95,39,
2601,13,705.9999999999795,92,46,
2601,11,1177.0999999999474,68,44,
2626,12,767.8999999999648,2,43,
2626,13,698.9999999999784,92,46,
2626,14,697.7999999999845,95,39,
2626,11,1187.5999999999462,68,44,
2651,12,734.8999999999637,2,43,
2651,13,677.9999999999773,92,46,
2651,11,1248.099999999945,68,44,
2651,14,676.2999999999834,95,39,
2676,14,658.2999999999822,95,39,
2676,12,722.8999999999626,2,43,
2676,13,656.4999999999761,92,46,
2676,11,1317.599999999944,68,44,
2701,15,992.5999999999999,64,50,
2701,11,909.0999999999428,68,44,
2701,14,664.6999999999812,95,39,
2701,13,664.8999999999751,92,46,
2701,12,666.3999999999614,2,43,
2726,13,658.299999999974,92,46,
2726,12,642.4999999999604,2,43,
2726,11,969.5999999999417,68,44,
2726,14,655.5999999999801,95,39,
2726,15,926.0999999999988,64,50,
2751,13,669.4999999999729,92,46,
2751,15,917.5999999999976,64,50,
2751,12,603.1999999999593,2,43,
2751,14,669.9999999999791,95,39,
2751,11,1011.0999999999406,68,44,
2776,11,1037.5999999999394,68,44,
2776,13,670.4999999999718,92,46,
2776,12,569.8999999999583,2,43,
2776,14,670.199999999978,95,39,
2776,15,898.0999999999965,64,50,
2801,11,1086.0999999999383,68,44,
2801,14,671.6999999999769,95,39,
2801,15,886.5999999999954,64,50,
2801,13,672.1999999999707,92,46,
2801,12,540.7999999999574,2,43,
2826,15,842.0999999999942,64,50,
2826,12,511.6999999999566,2,43,
2826,11,1145.5999999999372,68,44,
2826,14,665.5999999999758,95,39,
2826,13,666.8999999999696,92,46,
2851,14,645.2999999999747,95,39,
2851,13,644.7999999999686,92,46,
2851,11,1160.099999999936,68,44,
2851,15,810.5999999999931,64,50,
2851,12,492.29999999995675,2,43,
2876,15,775.099999999992,64,50,
2876,14,615.8999999999737,95,39,
2876,11,1133.5999999999349,68,44,
2876,13,616.2999999999674,92,46,
2876,12,520.3999999999569,2,43,
2901,14,591.3999999999726,95,39,
2901,13,593.9999999999666,92,46,
2901,15,716.5999999999908,64,50,
2901,12,509.39999999995604,2,43,
2926,12,494.299999999956,2,43,
2926,14,563.9999999999716,95,39,
2926,13,564.8999999999655,92,46,
2926,15,696.0999999999897,64,50,
2951,14,546.1999999999707,95,39,
2951,13,549.4999999999648,92,46,
2951,15,695.5999999999885,64,50,
2951,12,463.7999999999562,2,43,
2976,14,531.2999999999699,95,39,
2976,13,532.1999999999639,92,46,
2976,12,429.99999999995634,2,43,
2976,15,683.0999999999874,64,50,
3001,15,683.5999999999863,64,50,
3001,13,505.69999999996327,92,46,
3001,14,505.19999999996935,95,39,
3001,12,381.4999999999565,2,43,
3026,13,470.09999999996353,92,46,
3026,15,671.0999999999851,64,50,
3026,14,473.39999999996957,95,39,
3026,12,338.39999999995666,2,43,
3051,12,321.1999999999568,2,43,
3051,13,449.59999999996376,92,46,
3051,14,450.3999999999698,95,39,
3051,15,668.599999999984,64,50,
3076,13,433.99999999996396,92,46,
3076,14,430.29999999996994,95,39,
3076,12,303.1999999999569,2,43,
3076,15,699.0999999999829,64,50,
3101,13,412.1999999999641,92,46,
3101,12,268.79999999995704,2,43,
3101,15,698.5999999999817,64,50,
3101,14,412.39999999997013,95,39,
3126,13,396.9999999999643,92,46,
3126,14,399.0999999999703,95,39,
3126,15,714.0999999999806,64,50,
3126,12,239.7999999999572,2,43,
3151,15,720.5999999999794,64,50,
3151,13,410.39999999996445,92,46,
3151,14,411.1999999999705,95,39,
3151,12,218.49999999995737,2,43,
3176,13,409.19999999996463,92,46,
3176,14,408.59999999997063,95,39,
3176,15,748.0999999999783,64,50,
3176,12,231.99999999995748,2,43,
3201,15,808.5999999999772,64,50,
3201,13,407.4999999999648,92,46,
3201,14,406.7999999999708,95,39,
3201,12,277.59999999995756,2,43,
3226,12,266.2999999999577,2,43,
3226,13,419.19999999996503,92,46,
3226,14,421.19999999997094,95,39,
3226,15,834.099999999976,64,50,
3251,14,424.7999999999711,95,39,
3251,12,226.8999999999579,2,43,
3251,13,428.09999999996523,92,46,
3251,15,936.5999999999749,64,50,
3276,14,428.5999999999712,95,39,
3276,12,230.799999999958,2,43,
3276,13,428.79999999996545,92,46,
3276,15,1007.0999999999738,64,50,
3301,13,416.59999999996563,92,46,
3301,14,418.2999999999714,95,39,
3301,15,1095.5999999999726,64,50,
3301,12,245.1999999999581,2,43,
3326,13,399.0999999999658,92,46,
3326,12,259.3999999999582,2,43,
3326,15,1175.0999999999715,64,50,
3326,14,399.8999999999716,95,39,
3351,12,251.49999999995833,2,43,
3351,13,382.399999999966,92,46,
3351,14,386.19999999997174,95,39,
3351,15,1277.5999999999704,64,50,
3376,15,1337.0999999999692,64,50,
3376,13,370.69999999996617,92,46,
3376,14,370.69999999997185,95,39,
3401,15,933.5999999999681,64,50,
3401,16,955.5999999999995,59,49,
3401,14,356.79999999997204,95,39,
3401,13,369.2999999999663,92,46,
3426,14,337.99999999997215,95,39,
3426,16,884.0999999999983,59,49,
3426,15,1012.0999999999669,64,50,
3426,13,359.99999999996646,92,46,
3451,15,1090.5999999999658,64,50,
3451,14,308.99999999997226,95,39,
3451,16,839.5999999999972,59,49,
3451,13,358.2999999999666,92,46,
3476,16,808.099999999996,59,49,
3476,13,351.0999999999667,92,46,
3476,14,276.0999999999724,95,39,
3476,15,1169.0999999999647,64,50,
3501,15,1238.5999999999635,64,50,
3501,14,252.19999999997248,95,39,
3501,16,770.5999999999949,59,49,
3501,13,339.69999999996685,92,46,
3526,14,227.09999999997257,95,39,
3526,13,347.89999999996695,92,46,
3526,15,1301.0999999999624,64,50,
3526,16,733.0999999999938,59,49,
3551,13,352.89999999996706,92,46,
3551,14,195.79999999997267,95,39,
3551,16,723.5999999999926,59,49,
3551,15,1318.5999999999613,64,50,
3576,14,177.39999999997275,95,39,
3576,15,1342.0999999999601,64,50,
3576,16,699.0999999999915,59,49,
3576,13,353.3999999999672,92,46,
3601,16,690.5999999999904,59,49,
3601,13,359.0999999999673,92,46,
3601,15,1339.599999999959,64,50,
3601,14,144.49999999997283,95,39,
3626,14,106.59999999997284,95,39,
3626,17,970.0999999999997,61,43,
3626,15,918.5999999999578,64,50,
3626,13,366.6999999999674,92,46,
3626,16,679.2999999999893,59,49,
3651,15,967.0999999999567,64,50,
3651,16,675.7999999999881,59,49,
3651,14,79.19999999997283,95,39,
3651,13,377.29999999996755,92,46,
3651,17,904.5999999999985,61,43,
3676,17,902.0999999999974,61,43,
3676,16,664.999999999987,59,49,
3676,14,48.799999999972826,95,39,
3676,15,978.5999999999556,64,50,
3701,17,948.5999999999963,61,43,
3701,14,18.399999999972824,95,39,
3701,16,649.4999999999859,59,49,
3701,15,964.0999999999544,64,50,
3726,17,953.5999999999951,61,43,
3726,15,942.0999999999533,64,50,
3726,16,652.6999999999848,59,49,
3751,15,935.0999999999522,64,50,
3751,16,678.3999999999837,59,49,
3751,17,935.099999999994,61,43,
3776,17,907.5999999999929,61,43,
3776,15,907.099999999951,64,50,
3776,16,697.3999999999826,59,49,
3801,17,874.5999999999917,61,43,
3801,15,916.5999999999499,64,50,
3801,16,696.3999999999814,59,49,
3826,17,856.5999999999906,61,43,
3826,15,879.0999999999487,64,50,
3826,16,698.3999999999803,59,49,
3851,17,825.0999999999894,61,43,
3851,16,703.8999999999792,59,49,
3851,15,855.5999999999476,64,50,
3876,16,694.399999999978,59,49,
3876,15,870.0999999999465,64,50,
3876,17,807.5999999999883,61,43,
3901,15,870.5999999999453,64,50,
3901,17,779.0999999999872,61,43,
3901,16,712.8999999999769,59,49,
3926,17,754.599999999986,61,43,
3926,15,875.0999999999442,64,50,
3926,16,722.3999999999758,59,49,
3951,16,712.8999999999746,59,49,
3951,15,847.5999999999431,64,50,
3951,17,718.0999999999849,61,43,
3976,17,696.5999999999838,61,43,
3976,16,713.3999999999735,59,49,
3976,15,822.0999999999419,64,50,
4001,15,760.0999999999408,64,50,
4001,17,703.5999999999826,61,43,
4001,16,697.8999999999724,59,49,
4026,15,740.5999999999397,64,50,
4026,16,700.8999999999712,59,49,
4026,17,731.5999999999815,61,43,
4051,16,701.3999999999701,59,49,
4051,17,786.0999999999804,61,43,
4051,15,697.0999999999385,64,50,
4076,15,702.5999999999374,64,50,
4076,16,705.8999999999689,59,49,
4076,17,804.5999999999792,61,43,
4101,15,702.0999999999362,64,50,
4101,16,747.3999999999678,59,49,
4101,17,817.0999999999781,61,43,
4126,15,698.5999999999351,64,50,
4126,17,859.099999999977,61,43,
4126,16,754.3999999999667,59,49,
4151,17,887.0999999999758,61,43,
4151,16,761.3999999999655,59,49,
4151,15,700.099999999934,64,50,
4176,15,698.0999999999328,64,50,
4176,17,902.0999999999747,61,43,
4176,16,749.8999999999644,59,49,
4201,16,779.8999999999633,59,49,
4201,17,918.5999999999735,61,43,
4226,17,943.0999999999724,61,43,
4226,16,831.3999999999621,59,49,
4251,17,977.5999999999713,61,43,
4251,16,862.899999999961,59,49,
4276,16,892.3999999999598,59,49,
4276,17,997.0999999999701,61,43,
4301,16,912.8999999999587,59,49,
4301,17,1040.599999999969,61,43,
4326,17,1136.0999999999678,61,43,
4326,16,982.3999999999576,59,49,
4351,17,1213.5999999999667,61,43,
4351,16,1056.8999999999564,59,49,
4376,16,1095.3999999999553,59,49,
4376,17,1259.0999999999656,61,43,
4401,17,1353.5999999999644,61,43,
4401,16,1124.8999999999542,59,49,
4426,17,906.0999999999633,61,43,
4426,18,955.5999999999995,59,38,
4426,16,1139.399999999953,59,49,
4451,18,865.0999999999983,59,38,
4451,16,1281.899999999952,59,49,
4451,17,903.5999999999622,61,43,
4476,17,910.099999999961,61,43,
4476,18,813.5999999999972,59,38,
4476,16,1321.3999999999508,59,49,
4501,17,889.5999999999599,61,43,
4501,16,938.8999999999496,59,49,
4501,18,761.099999999996,59,38,
4501,19,951.8999999999994,66,41,
4526,18,741.5999999999949,59,38,
4526,17,853.0999999999588,61,43,
4526,19,889.3999999999983,66,41,
4526,16,986.3999999999485,59,49,
4551,16,1019.8999999999473,59,49,
4551,18,700.0999999999938,59,38,
4551,19,876.8999999999971,66,41,
4551,17,855.5999999999576,61,43,
4576,18,697.5999999999926,59,38,
4576,16,1022.8999999999462,59,49,
4576,17,803.5999999999565,61,43,
4576,19,871.399999999996,66,41,
4601,17,806.5999999999553,61,43,
4601,16,1061.899999999945,59,49,
4601,18,720.0999999999915,59,38,
4601,19,861.8999999999949,66,41,
4626,17,790.0999999999542,61,43,
4626,18,751.5999999999904,59,38,
4626,16,1113.399999999944,59,49,
4626,19,830.3999999999937,66,41,
4651,19,810.8999999999926,66,41,
4651,18,791.0999999999892,59,38,
4651,17,786.5999999999531,61,43,
4651,16,1146.8999999999428,59,49,
4676,17,789.0999999999519,61,43,
4676,16,1175.3999999999417,59,49,
4676,18,759.5999999999881,59,38,
4676,19,799.3999999999915,66,41,
4701,18,699.099999999987,59,38,
4701,19,774.8999999999903,66,41,
4701,16,1187.8999999999405,59,49,
4701,17,765.5999999999508,61,43,
4726,18,697.0999999999858,59,38,
4726,19,770.8999999999892,66,41,
4726,17,696.5999999999497,61,43,
4726,16,1182.8999999999394,59,49,
4751,19,746.399999999988,66,41,
4751,18,696.5999999999847,59,38,
4751,17,696.5999999999485,61,43,
4751,16,1152.8999999999382,59,49,
4776,18,697.5999999999835,59,38,
4776,19,743.8999999999869,66,41,
4776,16,1114.399999999937,59,49,
4776,17,697.5999999999474,61,43,
4801,18,688.0999999999824,59,38,
4801,16,1050.399999999936,59,49,
4801,17,688.5999999999462,61,43,
4801,19,718.3999999999858,66,41,
4826,17,690.5999999999451,61,43,
4826,16,977.3999999999348,59,49,
4826,18,689.5999999999813,59,38,
4826,19,697.8999999999846,66,41,
4851,19,687.3999999999835,66,41,
4851,17,696.799999999944,61,43,
4851,18,696.0999999999801,59,38,
4851,16,857.8999999999337,59,49,
4876,17,697.7999999999429,61,43,
4876,18,696.599999999979,59,38,
4876,19,681.3999999999824,66,41,
4876,16,768.3999999999326,59,49,
4901,19,673.8999999999812,66,41,
4901,17,683.7999999999417,61,43,
4901,18,684.5999999999779,59,38,
4926,19,669.3999999999801,66,41,
4926,18,658.5999999999767,59,38,
4926,17,658.7999999999406,61,43,
4951,19,685.399999999979,66,41,
4951,17,651.0999999999397,61,43,
4951,18,651.9999999999757,59,38,
4976,17,638.1999999999387,61,43,
4976,18,638.1999999999746,59,38,
4976,19,705.3999999999778,66,41,
5001,18,620.0999999999735,59,38,
5001,17,620.1999999999377,61,43,
5001,19,763.8999999999767,66,41,
5026,17,598.7999999999367,61,43,
5026,19,845.3999999999755,66,41,
5026,18,599.6999999999725,59,38,
5051,18,580.0999999999715,59,38,
5051,19,887.3999999999744,66,41,
5051,17,582.4999999999359,61,43,
5076,18,591.6999999999705,59,38,
5076,17,593.7999999999349,61,43,
5076,19,908.8999999999733,66,41,
5101,18,583.5999999999694,59,38,
5101,19,948.3999999999721,66,41,
5101,17,582.3999999999339,61,43,
5126,18,570.7999999999683,59,38,
5126,19,989.899999999971,66,41,
5151,19,1083.8999999999699,66,41,
5151,18,553.5999999999674,59,38,
5176,19,1212.8999999999687,66,41,
5176,18,539.9999999999663,59,38,
5201,18,537.0999999999656,59,38,
5201,19,1319.3999999999676,66,41,
5226,19,1341.3999999999664,66,41,
5226,18,527.0999999999644,59,38,
5251,19,1351.8999999999653,66,41,
5251,18,536.4999999999636,59,38,
5276,19,905.8999999999642,66,41,
5276,18,574.6999999999628,59,38,
5276,20,1000,68,35,
5301,18,591.0999999999617,59,38,
5301,20,914.4999999999989,68,35,
5301,19,986.899999999963,66,41,
5326,19,1046.399999999962,66,41,
5326,18,610.9999999999607,59,38,
5326,20,903.9999999999977,68,35,
5351,18,635.3999999999596,59,38,
5351,20,923.4999999999966,68,35,
5351,19,1127.3999999999608,66,41,
5376,18,660.0999999999585,59,38,
5376,20,961.9999999999955,68,35,
5376,19,1224.3999999999596,66,41,
5401,18,661.0999999999574,59,38,
5401,19,1253.3999999999585,66,41,
5401,20,990.4999999999943,68,35,
5426,19,1301.3999999999573,66,41,
5426,18,684.0999999999563,59,38,
5426,20,995.9999999999932,68,35,
5451,18,687.0999999999551,59,38,
5451,19,1330.3999999999562,66,41,
5451,20,1004.499999999992,68,35,
5476,20,1112.999999999991,68,35,
5476,19,1378.399999999955,66,41,
5476,18,693.099999999954,59,38,
5501,18,678.5999999999528,59,38,
5501,21,955.5999999999995,56,38,
5501,19,910.8999999999539,66,41,
5501,20,1166.4999999999898,68,35,
5526,19,925.3999999999528,66,41,
5526,20,1175.9999999999886,68,35,
5526,21,863.0999999999983,56,38,
5526,18,758.0999999999517,59,38,
5551,20,1161.4999999999875,68,35,
5551,21,780.5999999999972,56,38,
5551,19,942.8999999999517,66,41,
5551,18,772.5999999999506,59,38,
5576,18,797.0999999999494,59,38,
5576,20,1162.9999999999864,68,35,
5576,19,914.3999999999505,66,41,
5576,21,696.099999999996,56,38,
5601,21,615.699999999995,56,38,
5601,20,1219.4999999999852,68,35,
5601,19,900.8999999999494,66,41,
5601,18,801.5999999999483,59,38,
5626,19,895.3999999999482,66,41,
5626,20,1267.999999999984,68,35,
5626,18,791.0999999999472,59,38,
5626,21,539.9999999999941,56,38,
5651,18,774.599999999946,59,38,
5651,19,862.8999999999471,66,41,
5651,21,473.7999999999939,56,38,
5651,20,1274.499999999983,68,35,
5676,18,755.0999999999449,59,38,
5676,21,409.59999999999405,56,38,
5676,19,834.399999999946,66,41,
5676,20,1273.9999999999818,68,35,
5701,19,783.8999999999448,66,41,
5701,20,1260.4999999999807,68,35,
5701,21,353.1999999999942,56,38,
5701,18,808.5999999999437,59,38,
5726,19,745.3999999999437,66,41,
5726,21,300.4999999999943,56,38,
5726,20,1245.9999999999795,68,35,
5726,18,785.0999999999426,59,38,
5751,20,1242.4999999999784,68,35,
5751,18,762.5999999999415,59,38,
5751,19,697.8999999999426,66,41,
5751,21,251.49999999999443,56,38,
5776,18,745.5999999999403,59,38,
5776,21,203.69999999999453,56,38,
5776,19,699.3999999999414,66,41,
5776,20,1194.9999999999773,68,35,
5801,20,1158.9999999999761,68,35,
5801,19,696.3999999999403,66,41,
5801,21,154.19999999999465,56,38,
5801,18,716.5999999999392,59,38,
5826,19,697.3999999999392,66,41,
5826,20,1130.999999999975,68,35,
5826,18,694.5999999999381,59,38,
5826,21,126.59999999999468,56,38,
5851,19,698.399999999938,66,41,
5851,18,694.0999999999369,59,38,
5851,21,96.19999999999467,56,38,
5851,20,1117.9999999999739,68,35,
5876,18,691.2999999999358,59,38,
5876,21,66.79999999999467,56,38,
5876,20,1073.9999999999727,68,35,
5876,19,696.3999999999369,66,41,
5901,18,674.4999999999347,59,38,
5901,20,1046.9999999999716,68,35,
5901,19,696.3999999999357,66,41,
5901,21,36.39999999999466,56,38,
5926,20,1001.4999999999704,68,35,
5926,19,698.3999999999346,66,41,
5926,21,11.399999999994662,56,38,
5951,19,734.8999999999335,66,41,
5951,20,1003.9999999999693,68,35,
5976,19,740.3999999999323,66,41,
5976,20,1019.4999999999682,68,35,
6001,20,1050.999999999967,68,35,
6026,20,1059.499999999966,68,35,
6051,20,1074.9999999999648,68,35,
6076,20,1117.4999999999636,68,35,
6101,20,1170.9999999999625,68,35,
6126,20,1174.4999999999613,68,35,
6151,20,1187.9999999999602,68,35,
6176,20,1178.499999999959,68,35,
6201,20,1164.999999999958,68,35,
6226,20,1180.4999999999568,68,35,
6251,20,1222.9999999999557,68,35,
6276,20,1257.4999999999545,68,35,
6301,20,1303.9999999999534,68,35,
6326,20,1313.4999999999523,68,35,
6351,20,1334.9999999999511,68,35,
6376,22,981.4999999999998,60,36,
6376,20,910.49999999995,68,35,
6401,20,1055.9999999999488,68,35,
6401,22,898.9999999999986,60,36,
6426,20,1095.4999999999477,68,35,
6426,22,826.4999999999975,60,36,
6451,20,1122.9999999999466,68,35,
6451,22,747.9999999999964,60,36,
6476,20,1131.4999999999454,68,35,
6476,22,664.4999999999952,60,36,
6501,20,1153.9999999999443,68,35,
6501,22,589.3999999999942,60,36,
6526,22,521.7999999999934,60,36,
6526,20,1197.4999999999432,68,35,
6551,22,451.49999999999346,60,36,
6551,20,1234.999999999942,68,35,
6576,22,387.59999999999366,60,36,
6576,20,1268.4999999999409,68,35,
6601,22,336.59999999999377,60,36,
6601,20,1273.9999999999397,68,35,
6626,20,1272.4999999999386,68,35,
6626,22,279.4999999999939,60,36,
6651,22,226.79999999999404,60,36,
6651,20,1247.9999999999375,68,35,
6676,22,185.5999999999941,60,36,
6676,20,1234.4999999999363,68,35,
6701,20,1233.9999999999352,68,35,
6701,22,144.39999999999418,60,36,
6726,22,100.49999999999419,60,36,
6726,20,1226.499999999934,68,35,
6751,22,70.09999999999418,60,36,
6751,20,1202.999999999933,68,35,
6776,20,1192.4999999999318,68,35,
6776,22,36.99999999999417,60,36,
6801,22,6.599999999994175,60,36,
