tick,scent_id,energy,x,y
3551,9,700.4999999999686,10,95,
3576,9,654.4999999999675,10,95,
3576,8,653.8999999999512,12,87,
3601,9,590.5999999999665,10,95,
3601,8,590.3999999999503,12,87,
3626,9,526.0999999999656,10,95,
3626,8,529.5999999999494,12,87,
3651,8,507.99999999994867,12,87,
3651,9,511.09999999996467,10,95,
3676,8,492.89999999994853,12,87,
3676,9,493.0999999999648,10,95,
3701,8,491.6999999999487,12,87,
3701,9,492.59999999996495,10,95,
3726,9,497.79999999996517,10,95,
3726,8,497.79999999994897,12,87,
3751,9,524.6999999999649,10,95,
3751,8,525.6999999999487,12,87,
3776,8,557.1999999999477,12,87,
3776,9,557.2999999999641,10,95,
3801,8,583.5999999999469,12,87,
3801,9,584.1999999999631,10,95,
3826,9,608.7999999999621,10,95,
3826,8,609.6999999999462,12,87,
3851,9,611.299999999961,10,95,
3851,8,612.2999999999452,12,87,
3876,8,606.0999999999442,12,87,
3876,9,605.39999999996,10,95,
3901,8,619.7999999999431,12,87,
3901,9,621.499999999959,10,95,
3926,9,616.8999999999579,10,95,
3926,8,616.8999999999421,12,87,
3951,9,599.399999999957,10,95,
3951,8,600.3999999999412,12,87,
3976,9,573.0999999999561,10,95,
3976,8,573.3999999999403,12,87,
4001,9,553.9999999999553,10,95,
4026,9,536.3999999999545,10,95,
4051,9,532.7999999999537,10,95,
4076,9,518.599999999953,10,95,
4101,9,519.5999999999526,10,95,
4126,9,541.8999999999517,10,95,
4151,9,584.7999999999506,10,95,
4176,9,621.7999999999497,10,95,
4201,9,667.9999999999486,10,95,
4226,9,726.1999999999475,10,95,
4251,9,741.6999999999464,10,95,
4276,9,869.1999999999452,10,95,
4301,9,1118.699999999944,10,95,
4326,9,1306.199999999943,10,95,
4351,10,948.1999999999994,16,2,
4376,10,875.6999999999982,16,2,
4401,10,993.1999999999971,16,2,
4426,10,1128.699999999996,16,2,
4451,10,1238.1999999999948,16,2,
4476,10,1313.6999999999937,16,2,
4501,10,1315.1999999999925,16,2,
4526,10,1314.6999999999914,16,2,
4551,10,1304.1999999999903,16,2,
4576,10,1321.6999999999891,16,2,
4601,10,1283.199999999988,16,2,
4626,10,1206.6999999999869,16,2,
4651,10,1224.1999999999857,16,2,
4676,10,1327.6999999999846,16,2,
4701,10,1055.1999999999834,16,2,
4701,11,940.7999999999993,9,3,
4726,11,872.2999999999981,9,3,
4726,10,1174.6999999999823,16,2,
4751,11,947.799999999997,9,3,
4751,10,1252.1999999999812,16,2,
4776,11,1015.2999999999959,9,3,
4776,10,1289.69999999998,16,2,
4801,11,998.7999999999947,9,3,
4801,10,911.1999999999789,16,2,
4801,12,985.1999999999998,16,10,
4826,10,1098.6999999999778,16,2,
4826,11,944.2999999999936,9,3,
4826,12,918.6999999999987,16,10,
4851,11,887.7999999999925,9,3,
4851,10,1302.1999999999766,16,2,
4851,12,946.1999999999975,16,10,
4876,10,1359.6999999999755,16,2,
4876,12,985.6999999999964,16,10,
4876,11,817.2999999999913,9,3,
4901,12,957.1999999999953,16,10,
4901,10,933.1999999999744,16,2,
4901,11,724.7999999999902,9,3,
4901,13,970.3999999999996,8,94,
4926,13,877.8999999999985,8,94,
4926,12,922.6999999999941,16,10,
4926,11,642.4999999999891,9,3,
4926,10,969.1999999999732,16,2,
4951,10,954.1999999999721,16,2,
4951,12,900.699999999993,16,10,
4951,13,782.3999999999974,8,94,
4951,11,568.399999999988,9,3,
4976,13,685.3999999999962,8,94,
4976,11,519.7999999999874,9,3,
4976,10,897.1999999999709,16,2,
4976,12,835.6999999999919,16,10,
5001,10,845.1999999999698,16,2,
5001,11,456.39999999998753,9,3,
5001,12,776.6999999999907,16,10,
5001,13,596.7999999999952,8,94,
5026,13,519.6999999999944,8,94,
5026,11,396.79999999998773,9,3,
5026,12,717.6999999999896,16,10,
5026,10,816.6999999999687,16,2,
5051,10,764.6999999999675,16,2,
5051,11,363.6999999999879,9,3,
5051,12,788.1999999999884,16,10,
5051,13,450.99999999999443,8,94,
5076,13,384.4999999999946,8,94,
5076,12,789.1999999999873,16,10,
5076,11,330.29999999998796,9,3,
5076,10,735.1999999999664,16,2,
5101,13,335.1999999999947,8,94,
5101,11,286.99999999998806,9,3,
5101,12,821.6999999999862,16,10,
5101,10,757.6999999999653,16,2,
5126,13,282.4999999999948,8,94,
5126,12,806.199999999985,16,10,
5126,10,758.6999999999641,16,2,
5126,11,261.9999999999881,9,3,
5151,12,771.1999999999839,16,10,
5151,13,231.49999999999494,8,94,
5151,10,851.199999999963,16,2,
5151,11,215.19999999998822,9,3,
5176,12,720.6999999999828,16,10,
5176,10,936.1999999999618,16,2,
5176,13,191.59999999999502,8,94,
5176,11,166.39999999998832,9,3,
5201,12,696.6999999999816,16,10,
5201,13,163.89999999999503,8,94,
5201,11,127.69999999998839,9,3,
5201,10,1018.6999999999607,16,2,
5226,13,128.09999999999508,8,94,
5226,11,93.39999999998838,9,3,
5226,10,1096.1999999999596,16,2,
5226,12,698.6999999999805,16,10,
5251,12,701.6999999999794,16,10,
5251,10,1266.1999999999584,16,2,
5251,13,92.29999999999507,8,94,
5251,11,65.69999999998838,9,3,
5276,13,61.89999999999506,8,94,
5276,14,962.9999999999995,15,9,
5276,10,949.1999999999573,16,2,
5276,12,757.6999999999782,16,10,
5276,11,35.29999999998837,9,3,
5301,14,940.4999999999984,15,9,
5301,10,1024.6999999999562,16,2,
5301,11,10.299999999988373,9,3,
5301,13,34.19999999999506,8,94,
5301,12,745.1999999999771,16,10,
5326,10,1062.199999999955,16,2,
5326,14,951.9999999999973,15,9,
5326,13,1.0999999999950596,8,94,
5326,12,722.699999999976,16,10,
5351,12,710.1999999999748,16,10,
5351,10,1093.699999999954,16,2,
5351,14,915.4999999999961,15,9,
5376,10,1139.1999999999528,16,2,
5376,12,849.6999999999737,16,10,
5376,14,850.999999999995,15,9,
5401,10,1138.6999999999516,16,2,
5401,12,945.1999999999725,16,10,
5401,14,828.4999999999939,15,9,
5426,10,1108.1999999999505,16,2,
5426,14,801.9999999999927,15,9,
5426,12,1118.6999999999714,16,10,
5451,10,1083.6999999999493,16,2,
5451,14,751.4999999999916,15,9,
5451,12,1180.1999999999703,16,10,
5476,14,696.4999999999905,15,9,
5476,10,1016.6999999999482,16,2,
5476,12,1328.6999999999691,16,10,
5501,12,1338.199999999968,16,10,
5501,10,963.6999999999471,16,2,
5501,14,696.4999999999893,15,9,
5526,10,851.6999999999459,16,2,
5526,14,696.4999999999882,15,9,
5526,12,1284.6999999999668,16,10,
5551,14,696.499999999987,15,9,
5551,10,698.6999999999448,16,2,
5551,12,1172.1999999999657,16,10,
5576,10,696.6999999999437,16,2,
5576,14,696.4999999999859,15,9,
5576,12,900.6999999999646,16,10,
5601,14,679.9999999999848,15,9,
5601,10,679.1999999999425,16,2,
5601,12,679.1999999999634,16,10,
5626,14,696.4999999999836,15,9,
5626,10,698.1999999999414,16,2,
5626,12,698.1999999999623,16,10,
5651,10,698.6999999999402,16,2,
5651,12,760.1999999999612,16,10,
5651,14,772.4999999999825,15,9,
5676,14,711.4999999999814,15,9,
5676,10,700.6999999999391,16,2,
5676,12,943.69999999996,16,10,
5701,10,699.199999999938,16,2,
5701,12,1194.199999999959,16,10,
5701,14,698.9999999999802,15,9,
5726,12,1398.6999999999578,16,10,
5726,14,698.4999999999791,15,9,
5726,10,727.6999999999368,16,2,
5751,10,751.1999999999357,16,2,
5751,14,696.499999999978,15,9,
5751,15,911.1999999999989,10,0,
5751,12,1071.6999999999566,16,10,
5776,10,756.1999999999346,16,2,
5776,12,1246.6999999999555,16,10,
5776,15,848.6999999999978,10,0,
5776,14,698.9999999999768,15,9,
5801,15,774.1999999999966,10,0,
5801,12,1369.6999999999543,16,10,
5801,14,713.9999999999757,15,9,
5801,10,816.6999999999334,16,2,
5826,14,701.4999999999745,15,9,
5826,12,944.1999999999532,16,10,
5826,16,937.0999999999992,20,18,
5826,10,851.6999999999323,16,2,
5826,15,685.1999999999955,10,0,
5851,15,602.8999999999944,10,0,
5851,16,844.5999999999981,20,18,
5851,12,913.1999999999521,16,10,
5851,14,699.4999999999734,15,9,
5876,14,698.4999999999723,15,9,
5876,16,751.599999999997,20,18,
5876,15,538.2999999999936,10,0,
5876,12,824.6999999999509,16,10,
5901,12,685.6999999999498,16,10,
5901,16,686.0999999999958,20,18,
5901,14,685.4999999999711,15,9,
5901,15,463.89999999999344,10,0,
5926,14,598.19999999997,15,9,
5926,16,597.0999999999947,20,18,
5926,15,398.79999999999364,10,0,
5926,12,601.3999999999487,16,10,
5951,12,535.5999999999478,16,10,
5951,14,535.4999999999691,15,9,
5951,15,340.19999999999385,10,0,
5951,16,534.1999999999937,20,18,
5976,12,507.099999999947,16,10,
5976,14,505.0999999999683,15,9,
5976,16,493.0999999999935,20,18,
5976,15,293.799999999994,10,0,
6001,16,473.9999999999937,20,18,
6001,15,254.9999999999941,10,0,
6001,14,540.4999999999682,15,9,
6001,12,539.4999999999468,16,10,
6026,12,600.899999999946,16,10,
6026,16,477.0999999999939,20,18,
6026,15,207.09999999999422,10,0,
6026,14,601.5999999999672,15,9,
6051,14,621.2999999999661,15,9,
6051,12,621.699999999945,16,10,
6051,16,489.89999999999407,20,18,
6051,15,162.09999999999434,10,0,
6076,12,674.3999999999439,16,10,
6076,14,675.199999999965,15,9,
6076,16,497.79999999999427,20,18,
6076,15,139.99999999999437,10,0,
6101,14,650.1999999999639,15,9,
6101,12,652.4999999999429,16,10,
6101,15,109.49999999999439,10,0,
6101,16,541.4999999999936,20,18,
6126,12,638.8999999999419,16,10,
6126,16,550.9999999999927,20,18,
6126,14,639.2999999999629,15,9,
6126,15,78.19999999999438,10,0,
6151,12,640.5999999999408,16,10,
6151,15,49.59999999999437,10,0,
6151,14,640.9999999999618,15,9,
6151,16,541.7999999999918,20,18,
6176,12,642.9999999999397,16,10,
6176,14,643.1999999999607,15,9,
6176,15,23.399999999994364,10,0,
6176,16,547.7999999999909,20,18,
6201,16,557.99999999999,20,18,
6201,14,698.8999999999596,15,9,
6201,12,687.6999999999387,16,10,
6226,16,571.1999999999891,20,18,
6226,14,698.3999999999585,15,9,
6226,12,693.6999999999375,16,10,
6251,16,636.2999999999881,20,18,
6251,12,660.6999999999364,16,10,
6251,14,660.8999999999573,15,9,
6276,14,644.0999999999563,15,9,
6276,16,643.1999999999871,20,18,
6276,12,643.1999999999352,16,10,
6301,14,631.5999999999553,15,9,
6301,16,623.899999999986,20,18,
6326,16,572.199999999985,20,18,
6326,14,670.4999999999543,15,9,
6351,16,521.5999999999842,20,18,
6351,14,652.9999999999532,15,9,
6376,16,498.4999999999842,20,18,
6376,14,606.0999999999522,15,9,
6401,16,510.99999999998437,20,18,
6401,14,587.5999999999513,15,9,
6426,16,477.09999999998433,20,18,
6426,14,545.5999999999503,15,9,
6451,16,440.79999999998455,20,18,
6451,14,503.8999999999496,15,9,
6476,14,498.7999999999493,15,9,
6476,16,416.1999999999847,20,18,
6501,14,478.0999999999495,15,9,
6501,16,399.9999999999848,20,18,
6526,16,374.1999999999849,20,18,
6526,14,515.5999999999497,15,9,
6551,16,333.8999999999851,20,18,
6551,14,699.9999999999486,15,9,
6576,16,300.6999999999852,20,18,
6576,14,957.9999999999475,15,9,
6601,14,918.9999999999463,15,9,
6601,17,1000,8,6,
6601,16,274.49999999998533,20,18,
6626,14,1293.9999999999452,15,9,
6626,16,414.99999999998545,20,18,
6626,17,911.4999999999989,8,6,
6651,14,1357.499999999944,15,9,
6651,16,603.2999999999852,20,18,
6651,17,862.9999999999977,8,6,
6676,17,796.4999999999966,8,6,
6676,14,1339.999999999943,15,9,
6676,16,624.4999999999841,20,18,
6701,17,729.9999999999955,8,6,
6701,14,1397.4999999999418,15,9,
6701,16,704.699999999983,20,18,
6726,16,812.1999999999819,20,18,
6726,14,932.9999999999407,15,9,
6726,17,663.4999999999943,8,6,
6726,18,922.899999999999,23,16,
6751,14,979.4999999999395,15,9,
6751,17,591.3999999999933,8,6,
6751,16,907.6999999999807,20,18,
6751,18,930.3999999999978,23,16,
6776,18,891.8999999999967,23,16,
6776,17,521.1999999999923,8,6,
6776,16,1009.1999999999796,20,18,
6801,18,859.3999999999955,23,16,
6801,16,1096.6999999999784,20,18,
6801,17,450.8999999999924,8,6,
6826,16,1170.1999999999773,20,18,
6826,17,403.9999999999926,8,6,
6826,18,806.8999999999944,23,16,
6851,18,740.3999999999933,23,16,
6851,16,1181.6999999999762,20,18,
6851,17,342.4999999999928,8,6,
6876,18,690.3999999999921,23,16,
6876,16,1190.699999999975,20,18,
6876,17,282.39999999999293,8,6,
6901,18,661.899999999991,23,16,
6901,16,1074.199999999974,20,18,
6901,17,230.39999999999304,8,6,
6926,17,178.39999999999316,8,6,
6926,18,602.5999999999899,23,16,
6926,16,1123.1999999999728,20,18,
6951,16,1135.1999999999716,20,18,
6951,17,145.2999999999932,8,6,
6951,18,579.6999999999889,23,16,
6976,17,106.79999999999319,8,6,
6976,18,679.8999999999878,23,16,
6976,16,1174.6999999999705,20,18,
7001,17,76.39999999999318,8,6,
7001,16,1288.6999999999694,20,18,
7001,18,730.8999999999867,23,16,
7026,16,1360.1999999999682,20,18,
7026,18,764.3999999999855,23,16,
7026,17,51.399999999993184,8,6,
7051,17,20.99999999999318,8,6,
7051,16,1373.699999999967,20,18,
7051,18,771.8999999999844,23,16,
7076,16,1357.199999999966,20,18,
7076,18,785.3999999999833,23,16,
7101,16,1286.6999999999648,20,18,
7101,18,848.8999999999821,23,16,
7126,18,922.399999999981,23,16,
7126,16,1280.1999999999637,20,18,
7151,18,1177.8999999999799,23,16,
7151,16,1277.6999999999625,20,18,
7176,16,1341.1999999999614,20,18,
7176,19,988.8999999999999,31,7,
7176,18,933.3999999999787,23,16,
7201,16,906.6999999999603,20,18,
7201,18,1150.8999999999776,23,16,
7201,20,985.1999999999998,15,10,
7201,19,916.3999999999987,31,7,
7226,20,892.6999999999987,15,10,
7226,18,1220.3999999999764,23,16,
7226,19,861.8999999999976,31,7,
7226,16,872.1999999999591,20,18,
7251,16,853.699999999958,20,18,
7251,20,800.1999999999975,15,10,
7251,18,1265.8999999999753,23,16,
7251,19,781.3999999999965,31,7,
7276,18,1235.3999999999742,23,16,
7276,16,861.1999999999568,20,18,
7276,19,688.8999999999953,31,7,
7276,20,761.6999999999964,15,10,
7301,19,601.7999999999943,31,7,
7301,20,759.1999999999953,15,10,
7301,16,938.6999999999557,20,18,
7301,18,1148.899999999973,23,16,
7326,20,702.6999999999941,15,10,
7326,19,522.7999999999934,31,7,
7326,18,1096.399999999972,23,16,
7351,19,447.7999999999935,31,7,
7351,20,628.899999999993,15,10,
7351,18,1043.8999999999708,23,16,
7376,20,554.5999999999922,15,10,
7376,18,1003.3999999999696,23,16,
7376,19,383.59999999999366,31,7,
7401,19,323.4999999999938,31,7,
7401,18,974.8999999999685,23,16,
7401,20,490.39999999999173,15,10,
